,worker,DocID,SentID,Sys,Src,Adequacy,Fluency
40,8732,83,8,Sys_B,"Crude oil from different fields can be identified according to a series of chemical signatures, including levels of sulfur and nitrogen, acidity and viscosity.",0,0
41,8732,83,7,Sys_B,Crude oil is tested before export to make sure it complies with the standards of the refinery it is being shipped to.,31,35
42,8732,83,6,Sys_B,Brazil's state-controlled oil company Petroleo Brasileiro SA said in a statement that it had concluded after a molecular analysis of the oil that the crude spilled was not produced nor sold by the company.,88,50
43,8732,49,1,Sys_A,"Leader of Colombia's Los Pelusos crime gang killed, president says",99,97
44,8732,49,2,Sys_A,"The top leader and founder of Colombia's Los Pelusos crime gang has been killed in an operation led by the national police, President Ivan Duque said on Friday.",38,95
45,8732,49,3,Sys_A,The gang is one of the most well-known criminal organizations in the Andean country and involved in fighting that has endangered hundreds of thousands of people in areas along the eastern border with Venezuela.,97,38
46,8732,49,4,Sys_A,"Luis Antonio Quintero, known by his alias Pacora, was a former leftist rebel who commanded some 440 gang members, the government said.",91,95
47,8732,49,5,Sys_A,The 49-year-old was wanted on terrorism and murder charges and located in Norte de Santander province on Thursday.,0,0
48,8732,49,6,Sys_A,"""It's clear we are going to completely break up this group,"" Duque said in a statement from the United States, where he traveled for the United Nations General Assembly this week.",94,95
49,8732,83,10,Sys_B,An ANP statement said there were no reports of spills by any operator of oil drilling rigs in the country.,92,45
50,8732,1,18,Sys_P,Jackson denied all claims against him until his death in 2009.,0,0
51,8732,1,17,Sys_P,The Jackson estate has denied all allegations against the late star.,0,0
52,8732,1,16,Sys_P,"""They say there were boys around, that was not the case at all,"" he said.",96,95
53,8732,85,17,Sys_Q,"""It is imperative that the animal sector is adequately resourced to prevent transmission of rabies in dogs as a protective measure against the disease,"" he added.",0,0
54,8732,85,16,Sys_Q,"Dr Baah said although rabies was fully preventable using appropriate sustainable control strategies, lack of funds and concerted efforts had continued to result in escalation of human death and the spread of the endemic.",0,0
55,8732,85,15,Sys_Q,"""Though rabies has no cure, the infection is vaccine preventable, hence its elimination is feasible therefore any animal owner must ensure their animals are vaccinated,"" he stated.",0,0
56,8732,118,12,Sys_B,"Named after 19th-century landscape painter JMW Turner, the award made stars of Grayson Perry, Damien Hirst and 12 Years a Slave director Steve McQueen.",0,0
57,8732,118,11,Sys_B,"All works will be exhibited at Margate's Turner Contemporary gallery, from 28 September to 12 January 2020, and the winner of the Turner Prize 2019 will be announced at a ceremony on 3 December.",95,95
58,8732,118,10,Sys_B,"The work also connects to broader global class, race and gender struggles during the late 1960s.",66,42
59,8732,118,9,Sys_B,"Helen Cammock's video piece A Long Note, meanwhile, examines the overlooked role of women in the civil rights movement in Derry/Londonderry, Northern Ireland that began in 1968.",88,86
60,8732,85,14,Sys_Q,"Director of Veterinary Service, Dr Asiedu Baah lamented that rabies had become global burden.",98,98
61,8732,85,13,Sys_Q,"Dr Kaluwa noted that 99 per cent of zoonotic disease like rabies was transmitted from dogs to humans, adding that One Health approach to controlling and ultimately eliminating human rabies was expedient.",0,0
62,8732,85,12,Sys_Q,"He explained that through the ""Zero human rabies deaths by 2030"" strategy, countries were supported to develop and implement their national rabies elimination plans that embrace the One Health Concept and cross sectoral collaboration.",0,0
63,8732,83,1,Sys_B,Brazil says oil in spill along northeast beaches not Brazilian,95,74
64,8732,85,11,Sys_Q,"Dr Owen Kaluwa, the World Health Organisation (WHO) Representative to Ghana observed that rabies was an endemic which had to be controlled to save lives.",93,67
65,8732,85,9,Sys_Q,"A comprehensive roadmap for progressive elimination of rabies, he noted had been rolled out through the Ghana Rabies and Prevention Action Plan (2018-2030) to end epidemics of neglected tropical diseases by 2030.",0,0
66,8732,85,8,Sys_Q,He underscored the need for the country to embark on five-year campaign and vaccination programme to create awareness to eliminate potential exposure of human to rabies.,0,0
67,8732,85,7,Sys_Q,Mr Haile-Gabriel stated that most stray animals carried rabies and re-echoed the need for the country to supplement the United against Rabies 2030 strategy that requires the pet owners to vaccinate animals that carried zoonotic diseases.,0,0
68,8732,85,6,Sys_Q,"According to him, the 'Zero by 30' Global Strategic Plan ""of the 500,000 people who died from rabies each year, 40 per cent are children living in Asia and Africa,"" and called for holistic approach to deal with the situation to save kids from rabies.",90,90
69,8732,85,5,Sys_Q,"Addressing the conference, the Assistant Director General and FAO Representative to Ghana, Mr Abebe Haile-Gabriel indicated that the issue of rabies could be minimised if efforts were geared towards vaccination and keeping stray animals away from humans especially children.",0,0
70,8732,85,4,Sys_Q,It was aimed at highlighting the essential role of mass canine vaccination in rabies elimination in the country.,59,58
71,8732,85,3,Sys_Q,"The programme which was held under the theme ""Rabies: Vaccinate to eliminate"" was organised by the Food and Agriculture Organisation (FAO) in collaboration with the Ministry of Agriculture Veterinary Service.",93,92
72,8732,85,2,Sys_Q,The 13th World Rabies Day was marked in Accra on Wednesday with a call on pet owners to vaccinate their dogs in order to safeguard the lives of the citizenry.,0,0
73,8732,85,1,Sys_Q,Ghana: World Rabies Day Observed,0,0
74,8732,118,7,Sys_B,And that gesture of blocking the light.,0,0
75,8732,85,10,Sys_Q,Mr Haile-Gabriel pledged the readiness of the FAO to collaborate with other stakeholders in preventing and controlling rabies in the country.,0,0
76,8732,9,1,Sys_P,Facebook hides 'likes' in new Australia trial,0,0
77,8732,9,2,Sys_P,"Facebook has begun hiding the number of ""likes"" for posts in Australia, it said today, a trial designed to ease social pressure that could be rolled out worldwide.",35,0
78,8732,9,3,Sys_P,"Account holders across the country will also be blocked from viewing the number of reactions and video views on other people's posts from today, but will still be able to see how people respond to their own.",79,42
79,8732,1,15,Sys_P,"He claimed it would have been ""impossible"" for Jackson to have abused children at his Neverland ranch because he was ""hardly"" there.",94,64
80,8732,1,14,Sys_P,"Fiddes claimed that ""this whole paedophile thing is complete nonsense... the guy had girlfriends and had a legitimate marriage to Lisa Marie [Presley], that was the way he lived his life.""",0,0
81,8732,1,13,Sys_P,Both Robson and Safechuck allege that they were abused by Jackson as children for a number of years.,99,98
82,8732,1,12,Sys_P,"Fiddes also addressed allegations of child sexual abuse against Jackson by Wade Robson and James Safechuck, which were aired in the controversial, Emmy Award-winning documentary Leaving Neverland.",94,94
83,8732,1,11,Sys_P,"He added: ""It's backfired on him now, though, that's the sad thing.""",0,0
84,8732,1,10,Sys_P,"He would say he wanted his life to be the greatest mystery on Earth.""",0,0
85,8732,1,9,Sys_P,"""90 per cent of the time it worked, by putting a mask on his face, or sticky tape on his hands — or tape on his nose was a favourite one.",0,0
86,8732,1,8,Sys_P,"He knew exactly how to get the front page,"" Fiddes, who was Jackson's bodyguard for 10 years, said.",89,80
87,8732,1,7,Sys_P,"""He knew how to manipulate the media.",98,99
88,8732,1,6,Sys_P,You can form your own view.,0,0
89,8732,1,5,Sys_P,We'll tell you what's true.,98,97
90,8732,1,4,Sys_P,"To get front pages, he would reportedly don surgical masks and put tape on his nose to spark conversation.",97,97
91,8732,1,3,Sys_P,"Matt Fiddes, now a property developer and owner of a martial arts/dance chain, told Metro that Jackson believed the fascination around his persona would stop if he ceased to be a ""mystery"" in the public eye.",91,71
92,8732,1,2,Sys_P,Michael Jackson's former bodyguard has claimed the late singer cultivated some of his eccentricities with the deliberate intention of riling up the media.,0,0
93,8732,1,1,Sys_P,"Michael Jackson wore tape on his nose to get front pages, former bodyguard claims",0,0
94,8732,83,5,Sys_B,"The spill spans over 1,500 kilometers (932 miles) of Brazil's northeast coast, affecting wildlife and polluting some of the postcard beaches in one of the nation's top touristic destinations, such as Praia do Futuro, in the state of Ceara, and Maragogi, in Alagoas state.",0,0
95,8732,83,4,Sys_B,Local media showed pictures of sea turtles coated in black tar by the slick.,42,41
96,8732,83,3,Sys_B,Ibama said in a statement that it had been investigating the spill in several beaches in some northeastern states since Sept. 2.,90,86
97,8732,83,2,Sys_B,Brazil's environmental agency Ibama said on Thursday that an analysis of a vast oil spill along the country's northeastern beaches showed the spilled crude did not originate in the country.,88,86
98,8732,9,7,Sys_P,"More than one billion people use Facebook worldwide, but the social media giant has come under pressure to combat the platform's impact on mental health.",0,0
99,8732,9,6,Sys_P,"We hope to learn from this over time in order to see if we will roll this out more broadly,"" it said.",36,0
100,8732,9,5,Sys_P,"""This is a test to see how people engage with this new format.",35,0
101,8732,9,4,Sys_P,"""We don't want Facebook to feel like a competition,"" the company said in a statement.",44,0
102,8732,83,13,Sys_B,"Other animals were found dead, Ibama said, without disclosing species or numbers.",94,54
103,8732,83,14,Sys_B,"Petrobras, as the state oil company is known, said in a statement that even though it was not involved in the spill it was contributing to the clean-up efforts, with some 100 Petrobras employees helping clean the beaches.",98,98
104,8732,130,13,Sys_Q,A bust of the social reformer was vandalised during a road show of BJP chief Amit Shah in the city in May.,0,0
105,8732,82,1,Sys_Q,"House rebukes Trump on border wall, but he plans veto",0,0
106,8732,130,3,Sys_Q,"The museum will come up at Vidyasagar's residence at Badur Bagan area where pictures and models, chronicling his life from his birth place at Birsinghapur village in Paschim Medinipur district to the house in north Kolkata, will be put on display, he said on Thursday.",0,0
107,8732,130,2,Sys_Q,"Kolkata: West Bengal government has plans to set up a museum at the north Kolkata house of 19th century social reformer Ishwar Chandra Vidyasagar where he had spent the last few years of his life, state minister Partha Chatterjee said.",0,0
108,8732,130,1,Sys_Q,West Bengal Government Plans To Set Up Museum At Ishwar Chandra Vidyasagar's House,99,99
109,8732,55,11,Sys_A,The beautiful side of such phenomena are the spectacular Northern Lights in the sky above the poles.,100,99
110,8732,55,10,Sys_A,Satellites providing navigation information are also vulnerable.,99,96
111,8732,55,9,Sys_A,"In case of more severe disturbances, there are also fluctuations in the electricity grid.",30,33
112,8732,55,8,Sys_A,Magnetic disturbances often affect people with mental disorders as well.,99,99
113,8732,55,7,Sys_A,"Doctors warn that some people may develop heart cramps, dizziness, headache and lack of concentration.",98,99
114,8732,55,6,Sys_A,Geomagnetic storms can affect people with problems in the cardiovascular system.,94,94
115,8732,55,5,Sys_A,The planetary index can jump to 5 Kp level.,97,97
116,8732,130,4,Sys_Q,"Mr Chatterjee, who is the education minister, said this at a function after inaugurating ""Vidyasagar Academy"" at the Badur Bagan residence on the 200th birth anniversary celebrations of the educational and social reformer.",96,96
117,8732,55,4,Sys_A,"The Russian Laboratory for Solar Activity Research at the Lebedev Institute predicts that the disturbance will start in the evening of September 27, and culminate in the next day from morning until noon.",0,0
118,8732,55,2,Sys_A,"Geomagnetic disturbances are expected from September 27 to September 29, according to the US National Atmospheric and Oceanic Research Agency's Space Weather Forecast Center.",0,0
119,8732,75,1,Sys_A,House chairmen warn Trump to stop attacking whistleblower,92,93
120,8732,75,2,Sys_A,House Democrats have warned President Donald Trump to stop his 'reprehensible witness intimidation' aimed at the whistleblower whose complaint document has triggered the escalating Ukraine scandal.,96,96
121,8732,75,3,Sys_A,"In a statement Thursday, Foreign Affairs Committee Chairman Eliot Engel, House Intelligence Committee Chairman Adam Schiff and, Oversight Committee Chairman Elijah Cummings addressed reports that Trump had referred to the people who gave the whistleblower information as 'close to a spy' and said in the old days spies were dealt with differently.",0,0
122,8732,120,4,Sys_P,Parliament has met for the second day since the Supreme Court ruled its suspension as unlawful.,0,0
123,8732,130,1,Sys_P,West Bengal Government Plans To Set Up Museum At Ishwar Chandra Vidyasagar's House,98,99
124,8732,130,2,Sys_P,"Kolkata: West Bengal government has plans to set up a museum at the north Kolkata house of 19th century social reformer Ishwar Chandra Vidyasagar where he had spent the last few years of his life, state minister Partha Chatterjee said.",0,0
125,8732,130,3,Sys_P,"The museum will come up at Vidyasagar's residence at Badur Bagan area where pictures and models, chronicling his life from his birth place at Birsinghapur village in Paschim Medinipur district to the house in north Kolkata, will be put on display, he said on Thursday.",0,0
126,8732,130,4,Sys_P,"Mr Chatterjee, who is the education minister, said this at a function after inaugurating ""Vidyasagar Academy"" at the Badur Bagan residence on the 200th birth anniversary celebrations of the educational and social reformer.",0,0
127,8732,130,5,Sys_P,"The minister also released two books, ""Amader Vidyasagar"" and ""Chotoder Vidyasagar"" at the programme.",0,0
128,8732,55,3,Sys_A,Moderate geomagnetic storm (G2) is possible due to high-speed solar wind,0,0
129,8732,130,5,Sys_Q,"The minister also released two books, ""Amader Vidyasagar"" and ""Chotoder Vidyasagar"" at the programme.",94,93
130,8732,130,6,Sys_Q,"Some items used by Vidyasagar, gathering dust in the storeroom of the house, will be brought out for public viewing at the museum.",0,0
131,8732,130,7,Sys_Q,"This will help the present generation to know about the man, who had waged a war against women oppression and propagated widow remarriage, he said.",0,0
132,8732,57,1,Sys_P,"EU, British negotiators work toward Brexit deal in Belgium",0,0
133,8732,57,2,Sys_P,"The European Union's chief Brexit negotiator began talks With British officials in Belgium Friday to work toward an agreement, with about a month remaining before the departure deadline.",0,0
134,8732,57,3,Sys_P,"Michel Barnier met with Brexit secretary Stephen Barclay in Brussels, who was adamant the Irish ""backstop"" be stripped from any deal.",0,0
135,8732,57,4,Sys_P,"The backstop, effectively an assurance of a soft border between Ireland and Northern Ireland after Britain leaves, has been perhaps the chief obstacle in negotiations.",0,0
136,8732,57,5,Sys_P,"While Barclay said Britain is committed to finding a deal, he said there isn't much time left.",93,90
137,8732,57,6,Sys_P,"""I think there is still a long way to go.",97,97
138,8732,57,7,Sys_P,"I think we are coming to the moment of truth in these negotiations,"" he said.",0,0
139,8732,130,12,Sys_Q,"""Those who are against the social reforms of Vidyasagar had vandalised his bust at the institution associated with his name,"" the minister said.",0,0
140,8732,130,11,Sys_Q,"On Thursday, a bronze statue of Vidyasagar was installed at Vidyasagar College.",96,95
141,8732,57,8,Sys_P,"The deadline to leave the EU is Oct. 31, but a new British law prevents Prime Minister Boris Johnson from completing the withdrawal without a trade agreement, or Parliament's approval to leave without one by Oct. 19.",99,99
142,8732,57,9,Sys_P,"Last week, EU negotiators said they are open to an alternative to the backstop -- but Irish deputy Simon Coveney said Friday London hasn't yet submitted a ""serious"" proposal.",65,67
143,8732,57,10,Sys_P,"""Until there is a serious proposal, which can be the basis of negotiations, then the gaps which are wide at the moment will remain,"" he said.",63,60
144,8732,57,11,Sys_P,"He added that ""time is running out"" and ""the onus is on the British prime minister and his team"" to put serious proposals on the table.",62,57
145,8732,57,12,Sys_P,"Johnson's office said Friday there are still ""significant obstacles"" to a deal.",98,97
146,8732,57,13,Sys_P,"""From an Irish perspective, we of course think that an extension is preferable to a no-deal,"" Coveney said.",97,96
147,8732,57,14,Sys_P,"""But I think there would have to be good reason behind that to ask for an extension.""",97,97
148,8732,57,15,Sys_P,"EU President Jean-Claude Juncker said he and Barnier are doing everything they can for a deal and if they fail, it's Britain's fault.",97,96
149,8732,57,16,Sys_P,"Irish Prime Minister Leo Varadkar said he's not optimistic about a deal, but urged British leaders to present a plan at a Brexit summit on Oct. 17.",98,97
150,8732,57,17,Sys_P,"""The withdrawal agreement is actually an international treaty,"" he said.",98,98
151,8732,57,18,Sys_P,"""It's not the kind of thing that can be amended or cobbled together late at night.""",0,0
152,8732,130,10,Sys_Q,Chief Minister Mamata Banerjee had recently announced that Vidyasagar's birthplace at Birsinghapur village will be developed as an educational tourist hub.,0,0
153,8732,130,9,Sys_Q,"Listing other activities to be taken up by the academy, Mr Chatterjee said that a collection of hitherto unknown writings by Vidyasagar will be published.",0,0
154,8732,130,8,Sys_Q,"The School Education and Higher Education department will organise seminars highlighting Vidaysagar's life and work in schools and colleges during a year-long programme, Mr Chatterjee said.",47,95
155,8732,130,6,Sys_P,"Some items used by Vidyasagar, gathering dust in the storeroom of the house, will be brought out for public viewing at the museum.",0,0
156,8732,118,6,Sys_B,"She added: ""I think it's a broader idea of blocking the view, the outward-looking view, to anywhere really.",0,0
157,8732,130,7,Sys_P,"This will help the present generation to know about the man, who had waged a war against women oppression and propagated widow remarriage, he said.",0,0
158,8732,130,9,Sys_P,"Listing other activities to be taken up by the academy, Mr Chatterjee said that a collection of hitherto unknown writings by Vidyasagar will be published.",0,0
159,8732,103,9,Sys_Q,"The US formally requested his extradition in June on 18 charges, including computer misuse and the unauthorised disclosure of national defence information.",87,87
160,8732,103,8,Sys_Q,"He took refuge there in 2012 while on bail and facing extradition to Sweden over sex assault allegations, saying he feared extradition to the US if he left over the activities of WikiLeaks.",0,0
161,8732,56,1,Sys_Q,"Sony, Disney Back To Work On Third Spider-Man Film",0,0
162,8732,56,2,Sys_Q,"Looks like there will be a homecoming of sorts for Spider-Man, now that Disney and Sony have settled their differences.",0,0
163,8732,63,1,Sys_Q,"Authorities Investigating Deadly Crash In Angeles National Forest, Body Found",0,0
164,8732,63,2,Sys_Q,Police were investigating a deadly crash in the Angeles National Forest Thursday afternoon.,0,0
165,8732,63,3,Sys_Q,"According to police, a body was found inside of a vehicle just below the Angeles Forest Highway and Big Tujunga Canyon Road.",0,0
166,8732,63,4,Sys_Q,Initial reports from the scene said that the vehicle might have been there for some time.,0,0
167,8732,63,5,Sys_Q,It was not immediately clear how the vehicle was found.,0,0
168,8732,75,4,Sys_A,"""The President's comments today constitute reprehensible witness intimidation and an attempt to obstruct Congress' impeachment inquiry.",93,93
169,8732,103,10,Sys_Q,He is accused of working with former US army intelligence analyst Chelsea Manning.,93,94
170,8732,93,1,Sys_B,"Tesla jumps on report Musk aims to deliver 100,000 cars this quarter",97,98
171,8732,93,3,Sys_B,"Shares of Tesla jumped more than 5% after Electrek, an electric vehicle news website, reported that CEO Elon Musk said the company ""has a shot"" at delivering 100,000 cars this quarter, which would be a new record.",96,96
172,8732,93,4,Sys_B,Electrek attributed the update to a leaked email from Musk sent to his employees at Tesla.,92,39
173,8732,93,5,Sys_B,"Musk wrote in the email: ""We have a shot at achieving our first 100,000 vehicle delivery quarter, which is an incredibly exciting milestone for our company!""",0,0
174,8732,93,6,Sys_B,"The CEO also reportedly added, ""The challenge is making sure that we have the right car variants in the right locations and rallying as much as our company resources as possible to help with the end of the quarter deliveries.""",64,65
175,8732,93,7,Sys_B,The automaker is expected to report its quarterly vehicle deliveries in the next few days.,86,84
176,8732,93,8,Sys_B,"Last quarter, Tesla delivered approximately 95,000 electric vehicles.",0,0
177,8732,130,1,Sys_A,West Bengal Government Plans To Set Up Museum At Ishwar Chandra Vidyasagar's House,98,98
178,8732,130,2,Sys_A,"Kolkata: West Bengal government has plans to set up a museum at the north Kolkata house of 19th century social reformer Ishwar Chandra Vidyasagar where he had spent the last few years of his life, state minister Partha Chatterjee said.",97,98
179,8732,130,3,Sys_A,"The museum will come up at Vidyasagar's residence at Badur Bagan area where pictures and models, chronicling his life from his birth place at Birsinghapur village in Paschim Medinipur district to the house in north Kolkata, will be put on display, he said on Thursday.",100,100
180,8732,130,4,Sys_A,"Mr Chatterjee, who is the education minister, said this at a function after inaugurating ""Vidyasagar Academy"" at the Badur Bagan residence on the 200th birth anniversary celebrations of the educational and social reformer.",99,99
181,8732,93,2,Sys_B,"Elon Musk, co-founder and chief executive officer of Tesla Motors.",96,97
182,8732,103,11,Sys_Q,"He is now in Belmarsh prison in London after being jailed for violating bail conditions imposed over the Swedish extradition request and was due to be released last week, but was remanded in custody pending a hearing of the US extradition case in London in February 2020.",0,0
183,8732,103,12,Sys_Q,"In May, Swedish prosecutors reopened their investigation into an allegation of rape against Assange — an allegation he has always denied.",0,0
184,8732,76,15,Sys_P,"“I think it's okay - it's good, even - to do that.”",93,92
185,8732,130,10,Sys_P,Chief Minister Mamata Banerjee had recently announced that Vidyasagar's birthplace at Birsinghapur village will be developed as an educational tourist hub.,98,98
186,8732,130,11,Sys_P,"On Thursday, a bronze statue of Vidyasagar was installed at Vidyasagar College.",99,98
187,8732,130,12,Sys_P,"""Those who are against the social reforms of Vidyasagar had vandalised his bust at the institution associated with his name,"" the minister said.",97,97
188,8732,130,13,Sys_P,A bust of the social reformer was vandalised during a road show of BJP chief Amit Shah in the city in May.,98,98
189,8732,76,1,Sys_P,Michelle Obama Calls Meghan Markle 'An Inspiration' In Adoring Instagram,0,49
190,8732,76,2,Sys_P,"Michelle Obama gave high praise to Meghan Markle in a sweet Instagram on Thursday, calling the Duchess of Sussex ""a thoughtful leader who is breaking the mold and making our world better for it.""",0,0
191,8732,76,3,Sys_P,"The duchess and Prince Harry, now on a 10-day royal tour of South Africa with their baby son Archie Harrison Mountbatten-Windsor, attended a youth reception earlier this week and met Obama Foundation leaders.",70,26
192,8732,76,4,Sys_P,"""Thank you to my friend, Her Royal Highness The Duchess of Sussex @sussexroyal, a thoughtful leader who is breaking the mold and making our world better for it,"" the former first lady wrote in her glowing post.",0,0
193,8732,82,5,Sys_Q,"Friday's vote was different because it followed the recent release by the administration of a list of 127 military construction projects totaling $3.6 billion that will be canceled to pay for the border wall, including numerous projects in GOP districts and states.",0,0
194,8732,82,4,Sys_Q,The Senate passed the measure last week with about a dozen veteran Republican lawmakers rebuking Trump.,81,81
195,8732,82,3,Sys_Q,"The 236-174 vote sent the legislation to Trump, who is sure to veto it just as he killed a similar measure in March.",0,0
196,8732,82,2,Sys_Q,The Democratic-controlled House is making a second attempt to overturn President Donald Trump's use of emergency powers to raid military base projects such as schools and target ranges to pay for his long-promised border fence.,0,0
197,8732,55,1,Sys_A,Geomagnetic Storm in the Last days of September,0,0
198,8732,76,5,Sys_P,"""Whether meeting with our @ObamaFoundation Leaders or helping girls around the world seek the education they deserve, she is an inspiration to so many,"" Obama added, alongside a photo of a smiling Meghan posing with foundation leaders.",0,22
199,8732,76,6,Sys_P,"Meghan interviewed Obama for the September issue of British Vogue, which the former ""Suits"" actress guest-edited.",66,53
200,8732,76,7,Sys_P,"In their candid chat, the former first lady reflected on motherhood and how it's changed her.",0,0
201,8732,76,8,Sys_P,"""Being a mother has been a masterclass in letting go,"" Obama said in the interview.",60,0
202,8732,76,9,Sys_P,"""Motherhood has taught me that, most of the time, my job is to give them the space to explore and develop into the people they want to be.",0,0
203,8732,76,10,Sys_P,"Not who I want them to be or who I wish I was at that age, but who they are, deep inside.""",0,0
204,8732,76,11,Sys_P,"Obama, who knows first-hand the pressure of being under a global spotlight, doled out some advice to the duchess in an interview with Good Housekeeping.",0,47
205,8732,76,12,Sys_P,"""The pressure you feel ― from yourself and from others ― can sometimes feel like a lot,"" she said.",63,39
206,8732,76,13,Sys_P,"""So my biggest piece of advice would be to take some time and don't be in a hurry to do anything.""",0,0
207,8732,76,14,Sys_P,"She continued: “I spent the first few months in the White House mainly worrying about my daughters, making sure they were off to a good start at school and making new friends before I launched into any more ambitious work.”",0,0
208,8732,130,8,Sys_P,"The School Education and Higher Education department will organise seminars highlighting Vidaysagar's life and work in schools and colleges during a year-long programme, Mr Chatterjee said.",94,92
